
slabel,plabel,v
中国,陆地面积,约960万平方千米，和整个欧洲的面积差不多，仅次于俄罗斯和加拿大，居世界第3位
我国,陆地面积,约960万平方千米，和整个欧洲的面积差不多，仅次于俄罗斯和加拿大，居世界第3位
中国,陆地面积,约960万平方千米，和整个欧洲的面积差不多，仅次于俄罗斯和加拿大，居世界第3位
中国,陆地面积,960万平方千米
我国,陆地面积,960万平方千米
中国,陆地面积,960万平方千米
亚马孙河,长度,6480千米
密西西比河,长度,6262千米
尼罗河,长度,6671千米
长江,长度,6300千米
伏尔加河,长度,全长3600千米
苏伊士运河,长度,190千米
黄河,长度,5 464千米
珠江,长度,2 214千米
京杭运河,长度,全长约1800千米
刚果河,长度,4700千米
伊洛瓦底江,长度,2714公里
澜沧江,长度,4880千米
怒江,长度,3240公里
雅鲁藏布江,长度,2057公里
额尔齐斯河,长度,4248公里
长江流域,长度,6211.31公里
松花江,长度,1927千米
辽河,长度,1345千米
乌拉尔河,长度,2428公里
尼日尔河,长度,4200公里
赞比西河,长度,2660千米
鄂毕河,长度,5410千米（以额尔齐斯河为源）
叶尼塞河,长度,全长5539千米
勒拿河,长度,4400公里
阿姆河,长度,2540公里
锡尔河,长度,2212公里
恒河,长度,2700km
布拉马普特拉河,长度,"2,900公里"
印度河,长度,2900～3200公里
萨尔温江,长度,1660公里(不含中国境内)
雅砻江,长度,1571公里
汉江,长度,1577千米，总长3/4以上在湖北省
淮河,长度,"约1,000公里"
莱茵河,长度,1232千米
贝加尔湖,长度,636公里
密歇根湖,长度,494公里
伊利湖,长度,388千米
死海,长度,67公里
巴尔喀什湖,长度,605千米
文森峰,长度,"4,897公尺(16,066呎)"
太白山,长度,约61公里
天目山,长度,200公里
雪峰山,长度,350千米
蒂里奇米尔峰,长度,1600公里
果洛山,长度,40公里
全宝山,长度,16.8公里
乌拉尔山脉,长度,2500公里
昆仑山脉,长度,2500公里
昆仑山,长度,2500公里
大高加索山脉,长度,1200公里
阿尔卑斯山脉,长度,约1200公里
落基山脉,长度,4500公里
安第斯山脉,长度,8900余千米
东岳泰山,长度,约200千米（东西长）
西岳华山,长度,东西长15千米
华山,长度,东西长15千米
北岳恒山,长度,近300余公里
恒山,长度,近300余公里
南岳衡山,长度,38千米（主体部分）
衡山,长度,38千米（主体部分）
纳维亚山脉,长度,1700千米
斯堪的纳维亚山脉,长度,1700千米
庐山,长度,约29千米（南北长）
喜马拉雅山脉,长度,2400公里
喜马拉雅山,长度,2400公里
罗霄山脉,长度,400千米
南岭,长度,约600公里
祁连山脉,长度,长800公里
十万大山,长度,100多公里
小兴安岭,长度,450公里（一说500公里）
亚平宁山脉,长度,1400千米
阿特拉斯山脉,长度,"2,400公里"
巴颜喀拉山,长度,780千米
白头山,长度,1300余公里
长白山脉,长度,1300余公里
长白山,长度,1300余公里
比利牛斯山脉,长度,430公里
大别山,长度,380公里
德拉肯斯山脉,长度,1200千米
高加索山脉,长度,1200千米
喀喇昆仑山脉,长度,800km
秦岭,长度,1600多千米
地中海,长度,4000千米
红海,长度,2100公里
外流河,长度,N/A
田纳西河流域,长度,N/A
内流河,长度,N/A
断块山,长度,N/A
阿尔泰山脉,长度,N/A
乞力马扎罗山,长度,N/A
萌渚岭,长度,N/A
慕士塔格山,长度,N/A
怒山,长度,N/A
雀儿山,长度,N/A
万洋山,长度,N/A
乌拉山,长度,N/A
乌蒙山,长度,N/A
无量山,长度,N/A
诸广山,长度,N/A
走廊北山,长度,N/A
岷山,长度,N/A
阿里山,长度,N/A
哀牢山,长度,N/A
百花山,长度,N/A
大巴山,长度,N/A
丹霞山,长度,N/A
峨眉山,长度,N/A
甘肃北山,长度,N/A
管涔山,长度,N/A
华蓥山,长度,N/A
黄岗山,长度,N/A
会稽山,长度,N/A
鸡公山,长度,N/A
九连山,长度,N/A
九岭山,长度,N/A
九嶷山,长度,N/A
雷公山,长度,N/A
龙门山,长度,N/A
横断山,长度,N/A
巴拿马运河,长度,82千米
湄公河,长度,4908千米
湄南河,长度,1352千米
红河,长度,2075千米
黑龙江,长度,4370千米
富士山,长度,125千米
中岳嵩山,长度,60多公里
勃朗峰,长度,11.6公里
苗岭,长度,180千米
幕阜山脉,长度,160公里
内华达山脉,长度,640千米
宁镇山脉,长度,100千米
太行山脉,长度,700千米
巫山,长度,80.3公里
武夷山脉,长度,550千米
兴都库什山脉,长度,1600千米
燕山山脉,长度,8900千米
桌子山,长度,3千米
邛崃山,长度,250公里
阿尔金山脉,长度,730公里
大娄山,长度,300公里
大青山,长度,240公里
六盘山,长度,240公里
大雪山,长度,400多公里
伏牛山,长度,400公里
海洋山,长度,97公里
贺兰山,长度,220公里
喀斯喀特山脉,长度,1127千米
开普山脉,长度,800千米
六万大山,长度,70公里
龙首山,长度,195千米
吕梁山,长度,400余公里
闽江,长度,577千米
塔里木河,长度,全长2179千米
海河,长度,1050千米
大洋洲,半球分布,既跨南北半球，乂跨东西半球
亚洲,半球分布,北半球
非洲,半球分布,北半球
欧洲,半球分布,北半球
北美洲,半球分布,北半球
泰山站,半球分布,东半球
中国南极泰山站,半球分布,东半球
亚洲,半球分布,东半球
非洲,半球分布,东半球
欧洲,半球分布,东半球
大洋洲,半球分布,东半球
中山站,半球分布,东半球
中国南极中山站,半球分布,东半球
昆仑站,半球分布,东半球
中国南极昆仑站,半球分布,东半球
亚洲,半球分布,从东西半球看，亚洲绝大部分在东半球；从南北半球看，亚洲绝大部分在北半球
南极洲,半球分布,南半球
南美洲,半球分布,南半球
大洋洲,半球分布,南半球
印度洋,半球分布,全在东半球
世界,半球分布,陆地主要分布在北半球，北极周围为海洋；海洋主要分布在南半球，南极周围为陆地。在任何等分的半球中，海洋面积都比陆地面积大
巴西,半球分布,主要位于西半球、南半球
北冰洋,半球分布,全在北半球
北美洲,半球分布,西半球
南美洲,半球分布,西半球
长城站,半球分布,西半球
中国南极长城站,半球分布,西半球
太平洋,半球分布,跨四个半球
大西洋,半球分布,跨四个半球
美国,半球分布,位于北半球、西半球
发展中国家,半球分布,南半球和北半球的南部
南,半球分布,南半球和北半球的南部
中国,半球分布,"东半球,北半球"
我国,半球分布,"东半球,北半球"
中国,半球分布,"东半球,北半球"
发达国家,半球分布,北半球的北部
北,半球分布,北半球的北部
欧洲西部,半球分布,东半球、北半球
纬度,始线,赤道（即0°纬线）
经度,始线,本初子午线（即0°经线，通过英国伦敦格林尼治天文台旧址的经线）
纬度,划分方法,从赤道向南北两极，分别划分为0°到90°；赤道以北为北纬，赤道以南为南纬；赤道为0°，北极是北纬90°，南极是南纬90°
经度,划分方法,从0°经线开始，向东向西各划分180°，0°经线以东为东经，0°经线以西为西经；东经180°经线和西经180°经线合为一条经线，称为180°经线
五带,划分方法,以南、北回归线和南、北极圈为界，将地球表面分为热带、北温带、南温带、北寒带、南寒带
区域,划分方法,按单一指标划分：如以积温为指标将某地域划分为不同的热量带
区域,划分方法,按综合指标划分：如根据语言、宗教等指标将世界划分为东亚文化区、欧美文化区等
区域,划分方法,按自然要素特征划分：如根据自然条件差异，将我国划分为三大自然区
区域,划分方法,按人文要素特征划分：如根据经济发展水平，将区域划分为发达地区、欠发达地区
春,划分方法,西方的划分	春分→夏至
春,划分方法,我国的划分	立春→立夏
夏,划分方法,西方的划分	夏至→秋分
夏,划分方法,我国的划分	立夏→立秋
秋,划分方法,西方的划分	秋分→冬至
秋,划分方法,我国的划分	立秋→立冬
冬,划分方法,西方的划分	冬至→春分
冬,划分方法,我国的划分	立冬→立春
气候四季,划分方法,北温带许多国家运用气候统计的方法，一般把3、4、5三个月划为春季，6、7、8三个月划为夏季；9、10、11三个月划为秋季；12、1、2三个月划为冬季，南半球与北半球的季节正好相反
人口增长,划分方法,从数量看，2011年世界人口已经突破70亿
人口增长,划分方法,从增长速度看：速度在加快，地区差异大，发展中国家人口增长速度快于发达国家
城市等级,划分方法,城市等级划分：从小到大一般可以分为集镇、城市、特大城市等
城市等级,划分方法,我国城市等级的划分：人口100万以上为特大城市，50万～100万为大城市，20万～50万为中等城市，20万以下为小城市
纬度,划分方法,全球0°－30°为低纬度地区，30°－60°为中纬度地区，60°－90°为高纬度地区
纬度,划分方法,http://kb.cs.tsinghua.edu.cn/apihtml/getjpg/495/Figure-0000-07
